Date,"Close Price"
"2018-09-30 00:00:02",231.71
"2018-09-30 00:05:02",231.45
"2018-09-30 00:10:02",231
"2018-09-30 00:15:01",230.69
"2018-09-30 00:20:02",230
"2018-09-30 00:25:02",229.86
"2018-09-30 00:30:02",229.84
"2018-09-30 00:35:01",229.95
"2018-09-30 00:40:01",230.09
"2018-09-30 00:45:01",230.13
"2018-09-30 00:50:02",230.62
"2018-09-30 00:55:01",230.5
"2018-09-30 01:00:01",230.61
"2018-09-30 01:05:01",231.01
"2018-09-30 01:10:02",230.84
"2018-09-30 01:15:01",230.68
"2018-09-30 01:20:01",231.13
"2018-09-30 01:25:02",231.35
"2018-09-30 01:30:02",232.03
"2018-09-30 01:35:02",232.41
"2018-09-30 01:40:01",232.77
"2018-09-30 01:45:02",232.37
"2018-09-30 01:50:02",232.48
"2018-09-30 01:55:01",232.46
"2018-09-30 02:00:01",232.47
"2018-09-30 02:05:02",232.5
"2018-09-30 02:10:01",232.29
"2018-09-30 02:15:01",232.12
"2018-09-30 02:20:02",232.24
"2018-09-30 02:25:01",232.3
"2018-09-30 02:30:02",231.82
"2018-09-30 02:35:02",232.11
"2018-09-30 02:40:02",232.08
"2018-09-30 02:45:01",232.28
"2018-09-30 02:50:02",232.29
"2018-09-30 02:55:02",232.01
"2018-09-30 03:00:02",231.25
"2018-09-30 03:05:02",231.4
"2018-09-30 03:10:02",231.19
"2018-09-30 03:15:01",231.19
"2018-09-30 03:20:01",231.24
"2018-09-30 03:25:02",231.12
"2018-09-30 03:30:02",231.19
"2018-09-30 03:35:01",231.31
"2018-09-30 03:40:02",231.72
"2018-09-30 03:45:01",231.72
"2018-09-30 03:50:01",231.69
"2018-09-30 03:55:02",231.34
"2018-09-30 04:00:02",231.23
"2018-09-30 04:05:01",231.51
"2018-09-30 04:10:02",231.4
"2018-09-30 04:15:02",231.32
"2018-09-30 04:20:01",231.31
"2018-09-30 04:25:01",231.12
"2018-09-30 04:30:01",230.48
"2018-09-30 04:35:02",230.95
"2018-09-30 04:40:01",230.55
"2018-09-30 04:45:02",231.13
"2018-09-30 04:50:02",230.54
"2018-09-30 04:55:01",230.49
"2018-09-30 05:00:01",230.38
"2018-09-30 05:05:02",230.37
"2018-09-30 05:10:02",230.03
"2018-09-30 05:15:02",229.77
"2018-09-30 05:20:01",229.98
"2018-09-30 05:25:01",229.99
"2018-09-30 05:30:01",230.37
"2018-09-30 05:35:02",230.71
"2018-09-30 05:40:01",230.54
"2018-09-30 05:45:01",230.69
"2018-09-30 05:50:02",230.6
"2018-09-30 05:55:01",230.92
"2018-09-30 06:00:02",231.08
"2018-09-30 06:05:02",230.87
"2018-09-30 06:10:02",231.01
"2018-09-30 06:15:01",231.26
"2018-09-30 06:20:01",231.45
"2018-09-30 06:25:02",231.53
"2018-09-30 06:30:02",231.64
"2018-09-30 06:35:01",231.54
"2018-09-30 06:40:01",231.6
"2018-09-30 06:45:01",232.03
"2018-09-30 06:50:02",232.34
"2018-09-30 06:55:01",233.05
"2018-09-30 07:00:02",232.53
"2018-09-30 07:05:02",232.55
"2018-09-30 07:10:02",232.74
"2018-09-30 07:15:01",232.99
"2018-09-30 07:20:02",232.39
"2018-09-30 07:25:02",232.38
"2018-09-30 07:30:01",232.11
"2018-09-30 07:35:02",232.14
"2018-09-30 07:40:02",232.16
"2018-09-30 07:45:01",231.76
"2018-09-30 07:50:01",231.89
"2018-09-30 07:55:02",231.81
"2018-09-30 08:00:02",231.95
"2018-09-30 08:05:01",232.12
"2018-09-30 08:10:01",232.01
"2018-09-30 08:15:02",232.05
"2018-09-30 08:20:02",232.36
"2018-09-30 08:25:01",232.56
"2018-09-30 08:30:01",232.36
"2018-09-30 08:35:02",232.65
"2018-09-30 08:40:02",232.43
"2018-09-30 08:45:01",232.39
"2018-09-30 08:50:01",232.01
"2018-09-30 08:55:02",231.99
"2018-09-30 09:00:02",232.2
"2018-09-30 09:05:02",232.36
"2018-09-30 09:10:02",232.7
"2018-09-30 09:15:01",233.61
"2018-09-30 09:20:01",233.31
"2018-09-30 09:25:02",233.32
"2018-09-30 09:30:02",232.78
"2018-09-30 09:35:01",232.28
"2018-09-30 09:40:02",232.13
"2018-09-30 09:45:01",232.21
"2018-09-30 09:50:02",232.33
"2018-09-30 09:55:02",232.74
"2018-09-30 10:00:01",232.56
"2018-09-30 10:05:01",232.72
"2018-09-30 10:10:02",232.92
"2018-09-30 10:15:02",232.86
"2018-09-30 10:20:01",233.1
"2018-09-30 10:25:01",233.27
"2018-09-30 10:30:01",233.92
"2018-09-30 10:35:01",234.28
"2018-09-30 10:40:02",236.01
"2018-09-30 10:45:02",235.79
"2018-09-30 10:50:02",236.43
"2018-09-30 10:55:01",236.29
"2018-09-30 11:00:01",237.04
"2018-09-30 11:05:02",237
"2018-09-30 11:10:02",237.21
"2018-09-30 11:15:02",236.5
"2018-09-30 11:20:01",236.23
"2018-09-30 11:25:01",236.37
"2018-09-30 11:30:02",236.34
"2018-09-30 11:35:02",236.25
"2018-09-30 11:40:02",235.9
"2018-09-30 11:45:01",235.53
"2018-09-30 11:50:02",235.57
"2018-09-30 11:55:01",235.44
"2018-09-30 12:00:02",235.21
"2018-09-30 12:05:01",235.75
"2018-09-30 12:10:02",235.28
"2018-09-30 12:15:01",235.64
"2018-09-30 12:20:01",234.36
"2018-09-30 12:25:02",234.7
"2018-09-30 12:30:02",234.78
"2018-09-30 12:35:01",234.96
"2018-09-30 12:40:01",235.42
"2018-09-30 12:45:01",235.15
"2018-09-30 12:50:02",235.4
"2018-09-30 12:55:01",235.88
"2018-09-30 13:00:01",235.84
"2018-09-30 13:05:02",235.7
"2018-09-30 13:10:02",235.53
"2018-09-30 13:15:01",235.34
"2018-09-30 13:20:01",235.44
"2018-09-30 13:25:01",234.91
"2018-09-30 13:30:02",235.3
"2018-09-30 13:35:01",235.32
"2018-09-30 13:40:02",235.39
"2018-09-30 13:45:02",235.45
"2018-09-30 13:50:02",235.57
"2018-09-30 13:55:01",235.56
"2018-09-30 14:00:02",235.73
"2018-09-30 14:05:02",235.41
"2018-09-30 14:10:01",235.3
"2018-09-30 14:15:02",235.41
"2018-09-30 14:20:01",235.3
"2018-09-30 14:25:01",235.12
"2018-09-30 14:30:01",235.37
"2018-09-30 14:35:02",235.16
"2018-09-30 14:40:02",235.41
"2018-09-30 14:45:01",236.1
"2018-09-30 14:50:02",236.18
"2018-09-30 14:55:02",235.99
"2018-09-30 15:00:02",236.48
"2018-09-30 15:05:01",236.42
"2018-09-30 15:10:01",236.04
"2018-09-30 15:15:02",236.08
"2018-09-30 15:20:02",236.14
"2018-09-30 15:25:02",236.16
"2018-09-30 15:30:01",235.93
"2018-09-30 15:35:02",235.37
"2018-09-30 15:40:01",235.19
"2018-09-30 15:45:01",234.67
"2018-09-30 15:50:02",234.41
"2018-09-30 15:55:02",233.29
"2018-09-30 16:00:01",233.71
"2018-09-30 16:05:02",233.7
"2018-09-30 16:10:01",233.72
"2018-09-30 16:15:02",233.24
"2018-09-30 16:20:02",233.4
"2018-09-30 16:25:01",233.71
"2018-09-30 16:30:01",233.82
"2018-09-30 16:35:02",233.68
"2018-09-30 16:40:02",233.54
"2018-09-30 16:45:01",233.59
"2018-09-30 16:50:02",233.77
"2018-09-30 16:55:02",233.68
"2018-09-30 17:00:01",233.7
"2018-09-30 17:05:02",233.95
"2018-09-30 17:10:01",233.77
"2018-09-30 17:15:02",233.99
"2018-09-30 17:20:01",233.82
"2018-09-30 17:25:02",233.66
"2018-09-30 17:30:01",233.62
"2018-09-30 17:35:01",233.78
"2018-09-30 17:40:01",233.8
"2018-09-30 17:45:02",233.8
"2018-09-30 17:50:01",234.06
"2018-09-30 17:55:02",233.87
"2018-09-30 18:00:02",233.84
"2018-09-30 18:05:01",233.46
"2018-09-30 18:10:02",233.99
"2018-09-30 18:15:02",233.89
"2018-09-30 18:20:01",233.95
"2018-09-30 18:25:01",234.11
"2018-09-30 18:30:02",234
"2018-09-30 18:35:02",234.06
"2018-09-30 18:40:01",233.61
"2018-09-30 18:45:02",233.38
"2018-09-30 18:50:02",233.34
"2018-09-30 18:55:01",233.05
"2018-09-30 19:00:01",233.11
"2018-09-30 19:05:02",233.1
"2018-09-30 19:10:01",233.22
"2018-09-30 19:15:02",233.04
"2018-09-30 19:20:02",233.23
"2018-09-30 19:25:01",233.01
"2018-09-30 19:30:01",233.01
"2018-09-30 19:35:02",232.68
"2018-09-30 19:40:02",232.63
"2018-09-30 19:45:02",232.85
"2018-09-30 19:50:01",232.54
"2018-09-30 19:55:02",232.79
"2018-09-30 20:00:02",232.97
"2018-09-30 20:05:02",232.88
"2018-09-30 20:10:02",232.26
"2018-09-30 20:15:01",231.84
"2018-09-30 20:20:01",231.88
"2018-09-30 20:25:02",230.8
"2018-09-30 20:30:01",230.73
"2018-09-30 20:35:02",229.1
"2018-09-30 20:40:01",228.5
"2018-09-30 20:45:02",228.78
"2018-09-30 20:50:01",228.93
"2018-09-30 20:55:01",228.73
"2018-09-30 21:00:02",228.9
"2018-09-30 21:05:01",228.78
"2018-09-30 21:10:02",228.69
"2018-09-30 21:15:02",228.95
"2018-09-30 21:20:01",229.07
"2018-09-30 21:25:02",229.16
"2018-09-30 21:30:02",229.08
"2018-09-30 21:35:02",229.05
"2018-09-30 21:40:01",228.9
"2018-09-30 21:45:01",229.06
"2018-09-30 21:50:02",228.93
"2018-09-30 21:55:02",228.89
"2018-09-30 22:00:02",229.12
"2018-09-30 22:05:01",229.11
"2018-09-30 22:10:02",229.07
"2018-09-30 22:15:01",229.1
"2018-09-30 22:20:01",229.6
"2018-09-30 22:25:02",230.02
"2018-09-30 22:30:02",230.44
"2018-09-30 22:35:01",230.6
"2018-09-30 22:40:01",230.82
"2018-09-30 22:45:02",230.91
"2018-09-30 22:50:01",232.67
"2018-09-30 22:55:02",232.99
